trade_date,source_format,source_url,download_status,http_status,file_size,sha256,error
2016-03-01,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAR/fo01MAR2016bhav.csv.zip,SUCCESS,200,369064,a10272467c50b933b65ef6ed169131b18aec3f54c26396364852c1cdccda7047,
2016-03-04,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAR/fo04MAR2016bhav.csv.zip,SUCCESS,200,376239,c4c3435f03a7742b376429ade83789fd152281c66f65fca386a07f7e635be086,
2016-03-09,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAR/fo09MAR2016bhav.csv.zip,SUCCESS,200,375895,131998e4fd60dc87947ef96c1f3734b03dd634054d64b9f3d18072cea5f7cf6a,
2016-03-03,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAR/fo03MAR2016bhav.csv.zip,SUCCESS,200,374836,f98985a3ce1e40dcbd4774073b6640f2030a9c58e3f3e4f1e576855b34c5603d,
2016-02-03,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/FEB/fo03FEB2016bhav.csv.zip,SUCCESS,200,358740,2ec4f6f67703840f2f9fab5a28815bae37ec44226a8152e73e0a5653abc6f871,
2016-02-15,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/FEB/fo15FEB2016bhav.csv.zip,SUCCESS,200,390043,fb8bd8af8abb153c06f6a80bc0011e3bc2c00896e5680af6fce7cceb7abdb361,
2016-02-25,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/FEB/fo25FEB2016bhav.csv.zip,SUCCESS,200,397151,16391844ae70febe14cf8fab0670e46bc68e6c1420bdab645c66d57390ef1401,
2016-02-22,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/FEB/fo22FEB2016bhav.csv.zip,SUCCESS,200,387646,f48d7b0f084fa553721ad5997deed6aa00f40aec428ca81de71123660750cf41,
2016-02-18,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/FEB/fo18FEB2016bhav.csv.zip,SUCCESS,200,389941,36e98ca7ccfbcad8835565cc0fa747c205aa7cc53a53189e3d5b749711385ca9,
2016-03-02,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAR/fo02MAR2016bhav.csv.zip,SUCCESS,200,375236,cf4d156020874417adadb0a142e205e5ae65e07b286f6f4d872ac2270eab8720,
2016-03-08,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAR/fo08MAR2016bhav.csv.zip,SUCCESS,200,375703,226b22062785bd32a27954cfa1a69a9ae1b8d677a0cd9b832729702e648e2e17,
2016-03-21,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAR/fo21MAR2016bhav.csv.zip,SUCCESS,200,379691,9530bbb516c1f027ee4b671643768084e5e63067a06fa179cddd7a261ddbf127,
2016-01-18,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/JAN/fo18JAN2016bhav.csv.zip,SUCCESS,200,365165,a76a60d6d4c372e8f3d3fd92d7781d49cc51ef332a030c6398068a922d6bb3bd,
2016-03-17,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAR/fo17MAR2016bhav.csv.zip,SUCCESS,200,377292,abdf2eb02105cb3234def02043279ca19bc8d89756e6c588a00c3edb9c0fa8ab,
2016-04-01,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/APR/fo01APR2016bhav.csv.zip,SUCCESS,200,326026,8adc98742193931d2bab1674142f4586af616785b35e0b3dd7b05414cbe83025,
2016-01-11,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/JAN/fo11JAN2016bhav.csv.zip,SUCCESS,200,343220,6010ee93698486809e59ce9dddd2f541df355ed5db50235042f399344fe8a415,
2016-02-08,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/FEB/fo08FEB2016bhav.csv.zip,SUCCESS,200,365730,6e4943a435c7044394f53bb7f123271d09b0995939c843b6574a57bc9b2f2985,
2016-02-12,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/FEB/fo12FEB2016bhav.csv.zip,SUCCESS,200,387059,41e45ecbc0d8841f534402cc3fc8cf3540ff1fe2162fa723c09cd0f3474b3eaa,
2016-03-10,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAR/fo10MAR2016bhav.csv.zip,SUCCESS,200,376942,51a936e93d4251b9c04d837cea1271a60f6862fc112746d17b83541d7eaa347e,
2016-02-24,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/FEB/fo24FEB2016bhav.csv.zip,SUCCESS,200,393197,49b97158832e7142030813c8d76ac503d69bfe6e194f543ebd2b2a176a583a20,
2016-03-18,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAR/fo18MAR2016bhav.csv.zip,SUCCESS,200,376757,bbbe46e79ab0579c01e6ebb3d9407be53fc3c90147d5091874e4da97e3c5d1dc,
2016-04-04,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/APR/fo04APR2016bhav.csv.zip,SUCCESS,200,349077,a30adc33cc09428ba64f47b609cf7b711d3ba432b6288c986554d865b0fb5d64,
2016-02-04,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/FEB/fo04FEB2016bhav.csv.zip,SUCCESS,200,360283,a3b9eae9a3a4d9301af1f7a3ebeba4db6d7834b6e4d6b882995ea234842d0fee,
2016-03-31,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAR/fo31MAR2016bhav.csv.zip,SUCCESS,200,390518,f7864c9c8d8a01c78735e3cbe5f3bdb04c60f7c314b15b2d9fda87624f9b1ea3,
2016-03-28,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAR/fo28MAR2016bhav.csv.zip,SUCCESS,200,384691,3ac8fe2d84dcfa7dce6b42d07bd16faf8a30f4c78302ebe5b0ddca8b0682c579,
2016-03-23,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAR/fo23MAR2016bhav.csv.zip,SUCCESS,200,382098,2dbbd912d4994fc378f4d477bc5e64e489ec7b1cd779c42ab63cf31582bd7e11,
2016-03-14,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAR/fo14MAR2016bhav.csv.zip,SUCCESS,200,374359,1737b2a8702ec8c6ed1df80948ca8c69cf5443a39acfb7166e5daa5b479f9216,
2016-03-15,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAR/fo15MAR2016bhav.csv.zip,SUCCESS,200,374492,34a836227529817f264c643c82d8d8584cd6ba1895e4e28ddf9e319718df0baa,
2016-03-22,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAR/fo22MAR2016bhav.csv.zip,SUCCESS,200,381560,aa6e682107b98c00a9d332bccae1498a3bd0d22649ec7c8938769da18aa70079,
2016-04-11,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/APR/fo11APR2016bhav.csv.zip,SUCCESS,200,355971,41c41f282c1bd0e41aad1ea34fdf64b51f9426ed8791f9b0293c40699605d145,
2016-04-12,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/APR/fo12APR2016bhav.csv.zip,SUCCESS,200,356994,ebf2320914fd1f05599e4d89b87f5b7db607870358bd69cb613a006cbf05b1d4,
2016-03-16,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAR/fo16MAR2016bhav.csv.zip,SUCCESS,200,376604,f917efa063d70c80a8b86dc38174ebc901a3796cfeef6a994e1412f10ed236be,
2016-04-08,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/APR/fo08APR2016bhav.csv.zip,SUCCESS,200,353260,b663974b484f6fb9f0465b2268d291f911e29754a8bf0be4c9920e49e9ebbefd,
2016-04-07,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/APR/fo07APR2016bhav.csv.zip,SUCCESS,200,355062,a898b6796b13b4db8841280ea545c063446eb1cd6808ab5d71132ffc42ea5630,
2016-03-11,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAR/fo11MAR2016bhav.csv.zip,SUCCESS,200,375872,f409425c39f43b6d59f3d0c1b61864e455d8d7011c40f75cd7f92886f3afd95a,
2016-04-05,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/APR/fo05APR2016bhav.csv.zip,SUCCESS,200,353945,164327093d0ea1705af1ef802446f012b1dc44b19ff6d12651ddba1c7f0c5204,
2016-02-01,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/FEB/fo01FEB2016bhav.csv.zip,SUCCESS,200,350460,a043627a6ccdcbb826620b9bafe2fcb1ed63375f54b3d69a38d832f887865067,
2016-04-26,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/APR/fo26APR2016bhav.csv.zip,SUCCESS,200,374581,a715b80d3e5e11fc934d05cde08b8ee23fe2de6b540338d0f4da64c2af20230a,
2016-04-22,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/APR/fo22APR2016bhav.csv.zip,SUCCESS,200,371378,24e10dca02a3fb75cb7ad54202b978945520a2822471a4e4ebb8e833fbdff168,
2016-04-18,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/APR/fo18APR2016bhav.csv.zip,SUCCESS,200,362327,94691a93e18cc3f2a27ca02a96b0da03967b534cffdc4f10c1d19ebe847773de,
2016-04-27,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/APR/fo27APR2016bhav.csv.zip,SUCCESS,200,376403,24541b6b7727580982cef503063940d2b76a42a2a30face02e12b0da55a0430f,
2016-04-21,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/APR/fo21APR2016bhav.csv.zip,SUCCESS,200,371864,7f45a834d8445cf574b4ef3961e0fe2f003c73d3bf3a5cbb8f138409c1038603,
2016-05-02,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAY/fo02MAY2016bhav.csv.zip,SUCCESS,200,337212,fc02c1bfd143d988bd1d59efed652333125ac586ebead680f3568b2a9b96b3b6,
2016-05-03,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAY/fo03MAY2016bhav.csv.zip,SUCCESS,200,341899,d8fe7f767334bc7d43fbff0c0de85588ed876f639eaf5aee931ad4ceb7265eef,
2016-04-06,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/APR/fo06APR2016bhav.csv.zip,SUCCESS,200,353251,e4ac08cf8967c4799ab2209809543566e424dcd63d0cc65363d83f2e9a454e9f,
2016-01-20,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/JAN/fo20JAN2016bhav.csv.zip,SUCCESS,200,370808,2cca9467f53b6b7dd329d19ee247faa7a8f742ac58a5a8e21ed15dfbd58e081d,
2016-04-28,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/APR/fo28APR2016bhav.csv.zip,SUCCESS,200,376325,7a5b9ce263554bea439e7e9fc7c22538d78deab95686137e8b9023623465f26d,
2016-04-29,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/APR/fo29APR2016bhav.csv.zip,SUCCESS,200,337782,cee2b90c980a5ff4b3bc1551f6bd8aecdc907f13c64b64bc9205dfe31fec8a4a,
2016-05-04,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAY/fo04MAY2016bhav.csv.zip,SUCCESS,200,342887,826ec48354331e8445134a55e23bf998b50ea5bdf5140498fd809151ee16a0a9,
2016-05-26,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAY/fo26MAY2016bhav.csv.zip,SUCCESS,200,366378,f48ee2efedc78aa54376c991f2e8114508b1cb70e3cd30952cc0a78e0172b1c4,
2016-03-29,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAR/fo29MAR2016bhav.csv.zip,SUCCESS,200,386181,32d178efd25ed84a8b68c0d0768347b42b63a383cbda161c6ed41bff166f0566,
2016-04-20,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/APR/fo20APR2016bhav.csv.zip,SUCCESS,200,368169,6ab8ac7dedb3a3d0195e78603dd930c7af7031b08e4a08ed5d0d7666410a0c14,
2016-05-10,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAY/fo10MAY2016bhav.csv.zip,SUCCESS,200,342399,69f2df60efbd60e94afb907aa7136186ded174ff5ec256c40045603fd4e5829d,
2016-05-18,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAY/fo18MAY2016bhav.csv.zip,SUCCESS,200,352624,bbd90a0c3027fc446af41ad86648e6b89f9ebcf1c5e171dc9098f7e995f0a513,
2016-05-20,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAY/fo20MAY2016bhav.csv.zip,SUCCESS,200,355053,7c81f6b3899219d8d749a3a3f5b4170aa18965e0fc5ea3d9e6e60932e5982f32,
2016-05-11,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAY/fo11MAY2016bhav.csv.zip,SUCCESS,200,344889,ab3d6e095713fce38d92b03c21f7cc49518be33bbe364b34b4bb387a358bd4c4,
2016-05-16,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAY/fo16MAY2016bhav.csv.zip,SUCCESS,200,348656,261e4774cb992a428bfb1607ab8e270a209da8170887d7dce5cd927c6c0e91d8,
2016-05-25,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAY/fo25MAY2016bhav.csv.zip,SUCCESS,200,365186,84455fec4f422d2f853139ba4092d98e67ec2730c1e33bd062c501859aa748a1,
2016-04-25,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/APR/fo25APR2016bhav.csv.zip,SUCCESS,200,371672,ae0b6f259dfe9f7c6bba8b7565998e80daa7630bca78b6c73d17ad2a526023ab,
2016-05-24,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAY/fo24MAY2016bhav.csv.zip,SUCCESS,200,359320,a07a6ca18612bf7b6c24f2119e65a107aa2587ff7c340b214c76e0b00b3ffc30,
2016-05-23,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAY/fo23MAY2016bhav.csv.zip,SUCCESS,200,356971,919ffe9958b4b76955883f5553f3e98b64644d53966d7d47f770fef7bf328280,
2016-05-17,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAY/fo17MAY2016bhav.csv.zip,SUCCESS,200,351114,064f0bbe69e1ae9e6771dd4bf1aff7ed34f4758305357200a1d76bac21492cd6,
2016-06-06,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/JUN/fo06JUN2016bhav.csv.zip,SUCCESS,200,337261,5dd2da0ba714fd7bf4f7c296f19bf367a65f824c326b3002c5f6e5488b3c209c,
2016-05-31,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAY/fo31MAY2016bhav.csv.zip,SUCCESS,200,337187,297b17f4c4c5e99b02dd8daff39eee78311d1d0d637e5bcc2bf84550d01e8f35,
2016-05-09,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAY/fo09MAY2016bhav.csv.zip,SUCCESS,200,342060,fc836df4591d3b749b7888223c1b8e55653e4e6db8333dcbcf6046150b02f64d,
2016-05-30,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAY/fo30MAY2016bhav.csv.zip,SUCCESS,200,333686,31e41fbb72ab5fce60b9c263f5a2548a3b66ee17834e05f89ea931c7d547c813,
2016-06-16,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/JUN/fo16JUN2016bhav.csv.zip,SUCCESS,200,345860,63fc8c8bce304a1c9140947c557add01e35b46225d9dbf24fcca16101ba9e570,
2016-06-15,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/JUN/fo15JUN2016bhav.csv.zip,SUCCESS,200,342878,f189690e2d377a6db7e19ea439ab32d396c2840de4d288cb0af08ad98dd3aa30,
2016-05-12,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAY/fo12MAY2016bhav.csv.zip,SUCCESS,200,344587,b473002df1f8fd967ae43a9e9a3fa3e6cb81e3a24c035836d90878cbaf6a47c4,
2016-05-06,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAY/fo06MAY2016bhav.csv.zip,SUCCESS,200,341419,9e3d01187a5aea7d1eab5c299b64ab6d3ff9e2db2ade99ad5de862bc85b7c174,
2016-06-03,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/JUN/fo03JUN2016bhav.csv.zip,SUCCESS,200,338828,161fc372203192f4e754c7b099af0cc3951414e6bf9092820d68f930f12f3b8f,
2016-05-13,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAY/fo13MAY2016bhav.csv.zip,SUCCESS,200,348294,620bac087e511df0b27a75a1fa62d6a7b23812cc98f24466a198e3108558a7a0,
2016-06-14,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/JUN/fo14JUN2016bhav.csv.zip,SUCCESS,200,341456,6f6736592443a342a96310b20b79a20be6d6134323b1cdc5b5c15b595ec0aff3,
2016-05-19,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAY/fo19MAY2016bhav.csv.zip,SUCCESS,200,354454,d6d611a710dbac0c6a6cb817e9fd7a2c8adda5446a6ce1bfe3708b5c416ba6c9,
2016-05-27,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAY/fo27MAY2016bhav.csv.zip,SUCCESS,200,332014,2d58795c001a4b0509291cbb7fc5c58624b95dc504308db34c6878f401d819ae,
2016-06-22,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/JUN/fo22JUN2016bhav.csv.zip,SUCCESS,200,345095,5b2e7529f000e408460a92ff72b0fdaa12255512c7a5c823ed4258928fe27832,
2016-05-05,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/MAY/fo05MAY2016bhav.csv.zip,SUCCESS,200,343305,c6d0a11c261df390adbbdfefeb375a2955d5802f4b5978fafe4988eb19e662ad,
2016-06-08,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/JUN/fo08JUN2016bhav.csv.zip,SUCCESS,200,339620,06404db50ba5f7a8e453630ed79b9dcaf3e1ab09a64967b5c89000e502eb9d34,
2016-01-25,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/JAN/fo25JAN2016bhav.csv.zip,SUCCESS,200,376435,a77c21398e685ddec717dbe6d78d68d55dd09788ebd2bcf816d74bb64226284a,
2016-06-02,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/JUN/fo02JUN2016bhav.csv.zip,SUCCESS,200,337000,43e34463fa413fb5ea0e305ea9b3dcca300c9e9f4a75db705d37740d6d99ff17,
2016-06-09,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/JUN/fo09JUN2016bhav.csv.zip,SUCCESS,200,342239,68d1df1d9f8416729b31f89d6b86564436f6008e39f49a9e8c2773adf0b884c2,
2016-06-13,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/JUN/fo13JUN2016bhav.csv.zip,SUCCESS,200,342433,238178087a6000f4ae2bc2469247cffb218e4619ae005d4a08c40f53086c4df2,
2016-06-21,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/JUN/fo21JUN2016bhav.csv.zip,SUCCESS,200,343904,4538d49f4b5b1085c645466e1b0f212d08431096d11ccf492e6a7d36ede76737,
2016-06-01,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/JUN/fo01JUN2016bhav.csv.zip,SUCCESS,200,337308,726f0fd0ba7ef9d15a8b1c31a5a5010cededb498125cb2b16fcb6e4205083ec8,
2016-06-23,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/JUN/fo23JUN2016bhav.csv.zip,SUCCESS,200,347077,1dade5f5a90644da9a3c1d9c18f4a1054aa04a037da29a8f36e9c7d6b97ca2a7,
2016-06-29,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/JUN/fo29JUN2016bhav.csv.zip,SUCCESS,200,360544,0c9fb34caf66f57779a9f41f77a8d847c27c0e61bd8e90330717e8397da4642a,
2016-07-01,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/JUL/fo01JUL2016bhav.csv.zip,SUCCESS,200,354911,26c1d9111126b0b34c54cc401c5a6f05d6afc573506e2c582d2c11dac01e4c22,
2016-07-13,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/JUL/fo13JUL2016bhav.csv.zip,SUCCESS,200,375853,202c3efb50121ee0281ee817c4e0dd1e858470499170bd0a77c00becea4306db,
2016-04-13,legacy,https://nsearchives.nseindia.com/content/historical/DERIVATIVES/2016/APR/fo13APR2016bhav.csv.zip,SUCCESS,200,364237,59a52a87a268bf4002d471ddbfaa472ccc8ce882d2691113c98f1a771bb421b5,
