date,type,source_url,status,http_status,file,file_size,sha256,attempts,rows,error
2016-01-11,index,https://nsearchives.nseindia.com/content/indices/ind_close_all_11012016.csv,success,nan,data/raw\index\2016\01\ind_close_all_2016-01-11.csv,5454,15eab4fc429eb2efa9ec2878b8e6c6aee757986d8425f2330d6e3e6fc8ab3004,0,2,nan
2016-01-11,mto,https://nsearchives.nseindia.com/archives/equities/mto/MTO_11012016.DAT,success,nan,data/raw\mto\2016\01\MTO_2016-01-11.DAT,57854,a8e973c4842566a1fb654c3e754dc3c71d1d22e3812c2734d34376f1b11298ba,0,1564,nan
2016-01-12,equity,https://nsearchives.nseindia.com/content/historical/EQUITIES/2016/JAN/cm12JAN2016bhav.csv.zip,success,nan,data/raw\equity\2016\01\BhavCopy_2016-01-12.zip,59474,96acebbf4a8cc4225c2cf54b2cb8e3738fbdea84dd48e5749459d56ab6e89fea,0,1468,nan
2016-01-12,index,https://nsearchives.nseindia.com/content/indices/ind_close_all_12012016.csv,success,nan,data/raw\index\2016\01\ind_close_all_2016-01-12.csv,5434,e8334cbc7f2d5a72daab00087b3ed0b9a136d749ece7cc54f426402f90258da4,0,2,nan
2016-01-12,mto,https://nsearchives.nseindia.com/archives/equities/mto/MTO_12012016.DAT,success,nan,data/raw\mto\2016\01\MTO_2016-01-12.DAT,57770,3955c05b38e4d60e9f9c6017cb3e9163ed93fa8081e80a1fec97b63d92364b91,0,1559,nan
2016-01-13,equity,https://nsearchives.nseindia.com/content/historical/EQUITIES/2016/JAN/cm13JAN2016bhav.csv.zip,success,nan,data/raw\equity\2016\01\BhavCopy_2016-01-13.zip,60620,4aea58886d0cb058e1fdaaf008dc767472f8f5eaff79b2fdcc2f476e2b41b32b,0,1475,nan
2016-01-13,index,https://nsearchives.nseindia.com/content/indices/ind_close_all_13012016.csv,success,nan,data/raw\index\2016\01\ind_close_all_2016-01-13.csv,5402,21a5e902b4d6761dd650c4b182cddc16e0997cc067e45829393dd4a54fa3a0e0,0,2,nan
2016-01-13,mto,https://nsearchives.nseindia.com/archives/equities/mto/MTO_13012016.DAT,success,nan,data/raw\mto\2016\01\MTO_2016-01-13.DAT,58720,7474e7460b2ced2853b9419f2b2810139678050eefd84a7e1ce540f8849d10e3,0,1570,nan
2016-01-14,equity,https://nsearchives.nseindia.com/content/historical/EQUITIES/2016/JAN/cm14JAN2016bhav.csv.zip,success,nan,data/raw\equity\2016\01\BhavCopy_2016-01-14.zip,59161,0fb91d494722103f077432bade2274841943f3bfeb28aaf53173b8e92af27054,0,1467,nan
2016-01-14,index,https://nsearchives.nseindia.com/content/indices/ind_close_all_14012016.csv,success,nan,data/raw\index\2016\01\ind_close_all_2016-01-14.csv,5441,788f7020c7e89a0770ed204e7272534ee450c38b05f78fd150f0c81f1e5ba30a,0,2,nan
2016-01-14,mto,https://nsearchives.nseindia.com/archives/equities/mto/MTO_14012016.DAT,success,nan,data/raw\mto\2016\01\MTO_2016-01-14.DAT,57907,5d5d9cb3a4a2ab3d03eda03a84adefc75fe43fcda3c30bf77a8a9c61d6361d62,0,1565,nan
2016-01-15,equity,https://nsearchives.nseindia.com/content/historical/EQUITIES/2016/JAN/cm15JAN2016bhav.csv.zip,success,nan,data/raw\equity\2016\01\BhavCopy_2016-01-15.zip,59058,764e7fccb42c87d2474a24c5a25f7356352f35f333c8b4fe58042680b91bbc6a,0,1474,nan
2016-01-15,index,https://nsearchives.nseindia.com/content/indices/ind_close_all_15012016.csv,success,nan,data/raw\index\2016\01\ind_close_all_2016-01-15.csv,5490,41708e172823dea70a690a60f24a9b84b7816287dd365c96bb1548adb8d47391,0,2,nan
2016-01-15,mto,https://nsearchives.nseindia.com/archives/equities/mto/MTO_15012016.DAT,success,nan,data/raw\mto\2016\01\MTO_2016-01-15.DAT,57951,973c304350fd2c11f61bf9a8fb9e88f942d5d26b4a9db0ac1de66bf5cc275948,0,1565,nan
2016-01-18,equity,https://nsearchives.nseindia.com/content/historical/EQUITIES/2016/JAN/cm18JAN2016bhav.csv.zip,success,nan,data/raw\equity\2016\01\BhavCopy_2016-01-18.zip,59802,c5b6c6baaf65630c6a7425317f773c8b0753fc80ff692e57ca819d3fc415da5d,0,1467,nan
2016-01-18,index,https://nsearchives.nseindia.com/content/indices/ind_close_all_18012016.csv,success,nan,data/raw\index\2016\01\ind_close_all_2016-01-18.csv,5484,3702ab76defd5e0f6da15b0c35a3c27809a5670a868864f37cadc5c870ddd6c3,0,2,nan
2016-01-18,mto,https://nsearchives.nseindia.com/archives/equities/mto/MTO_18012016.DAT,success,nan,data/raw\mto\2016\01\MTO_2016-01-18.DAT,59023,7dff791aeafe0e8d9bbba38cdd51e6f239690d00e58d147705efba202cb7c414,0,1592,nan
2016-01-19,equity,https://nsearchives.nseindia.com/content/historical/EQUITIES/2016/JAN/cm19JAN2016bhav.csv.zip,success,nan,data/raw\equity\2016\01\BhavCopy_2016-01-19.zip,59044,85210cf27a5632b35ca599d0c8c23cbb8d0a526c9a0b50ea4196bff549928fc7,0,1464,nan
2016-01-19,index,https://nsearchives.nseindia.com/content/indices/ind_close_all_19012016.csv,success,nan,data/raw\index\2016\01\ind_close_all_2016-01-19.csv,5384,e1d887f64334a82c5bacc3ff9cf9b6dcdd1fe05fbb29d0426192044cf4d2a856,0,2,nan
2016-01-19,mto,https://nsearchives.nseindia.com/archives/equities/mto/MTO_19012016.DAT,success,nan,data/raw\mto\2016\01\MTO_2016-01-19.DAT,58104,f7ce551767c314cd395fd8fa7502d502c5fa96eb3849f3b89e6fc0042bb80d3f,0,1573,nan
2016-01-20,equity,https://nsearchives.nseindia.com/content/historical/EQUITIES/2016/JAN/cm20JAN2016bhav.csv.zip,success,nan,data/raw\equity\2016\01\BhavCopy_2016-01-20.zip,58341,6d1a931076e21118e54d1b4f17310b2642fbe6aaf459c0fc2834fb2b853e1335,0,1462,nan
2016-01-20,index,https://nsearchives.nseindia.com/content/indices/ind_close_all_20012016.csv,success,nan,data/raw\index\2016\01\ind_close_all_2016-01-20.csv,5492,59436406418a46eb127346396b2adab0d375845f847fea20d4723c7f729358ea,0,2,nan
2016-01-20,mto,https://nsearchives.nseindia.com/archives/equities/mto/MTO_20012016.DAT,success,nan,data/raw\mto\2016\01\MTO_2016-01-20.DAT,57745,e1a6a727f73b42dc51a8aed1b6616967d1a1b3897d5756868f4669cc8cea6242,0,1561,nan
2016-01-21,equity,https://nsearchives.nseindia.com/content/historical/EQUITIES/2016/JAN/cm21JAN2016bhav.csv.zip,success,nan,data/raw\equity\2016\01\BhavCopy_2016-01-21.zip,58639,2f75f82a04d4d95b37da549706bc9cd3bd39462de9e9c39a2b783ab4394b9a7b,0,1461,nan
2016-01-21,index,https://nsearchives.nseindia.com/content/indices/ind_close_all_21012016.csv,success,nan,data/raw\index\2016\01\ind_close_all_2016-01-21.csv,5418,8fdd612c0b36d90cd5f26b7022f013a95a62df2e08cd5f6da273160b0b449584,0,2,nan
2016-01-21,mto,https://nsearchives.nseindia.com/archives/equities/mto/MTO_21012016.DAT,success,nan,data/raw\mto\2016\01\MTO_2016-01-21.DAT,57582,d7aac47134227a074f6c0c25c9079fb187f882634222b74795abc9b202e797de,0,1568,nan
2016-01-22,equity,https://nsearchives.nseindia.com/content/historical/EQUITIES/2016/JAN/cm22JAN2016bhav.csv.zip,success,nan,data/raw\equity\2016\01\BhavCopy_2016-01-22.zip,58632,c763fa23789b085452f1b1890146e0140cc0114266002a7013d3a4e2eb151cf6,0,1462,nan
2016-01-22,index,https://nsearchives.nseindia.com/content/indices/ind_close_all_22012016.csv,success,nan,data/raw\index\2016\01\ind_close_all_2016-01-22.csv,5425,26d8096c9faed05cdb3994483a7e3d76ef734a6876c9ccc16471c604e51447ea,0,2,nan
2016-01-22,mto,https://nsearchives.nseindia.com/archives/equities/mto/MTO_22012016.DAT,success,nan,data/raw\mto\2016\01\MTO_2016-01-22.DAT,57460,dc64bf282204bef2b5f9d72121a39e90d9a74342335ed859ac5b7a1e4a3036b7,0,1559,nan
2016-01-25,equity,https://nsearchives.nseindia.com/content/historical/EQUITIES/2016/JAN/cm25JAN2016bhav.csv.zip,success,nan,data/raw\equity\2016\01\BhavCopy_2016-01-25.zip,59065,49fa3e6d131db92d0df8a22f0fc2b87ff66076a5a12b7b033bc5eac246bc8424,0,1474,nan
2016-01-25,index,https://nsearchives.nseindia.com/content/indices/ind_close_all_25012016.csv,success,nan,data/raw\index\2016\01\ind_close_all_2016-01-25.csv,5309,037ab17f6e2557a20d188df284576f39fd39cf49c49020883f3f1516af75ce04,0,2,nan
2016-01-25,mto,https://nsearchives.nseindia.com/archives/equities/mto/MTO_25012016.DAT,success,nan,data/raw\mto\2016\01\MTO_2016-01-25.DAT,58137,0be6ecadf7187132805ad8877e3b143fd36fdfb243bce0b493a23bc8d2de0fc3,0,1582,nan
2016-01-26,equity,https://nsearchives.nseindia.com/content/historical/EQUITIES/2016/JAN/cm26JAN2016bhav.csv.zip,not_available,404.0,nan,0,nan,1,0,nan
2016-01-26,index,https://nsearchives.nseindia.com/content/indices/ind_close_all_26012016.csv,not_available,404.0,nan,0,nan,1,0,nan
2016-01-26,mto,https://nsearchives.nseindia.com/archives/equities/mto/MTO_26012016.DAT,not_available,404.0,nan,0,nan,1,0,nan
2016-01-27,equity,https://nsearchives.nseindia.com/content/historical/EQUITIES/2016/JAN/cm27JAN2016bhav.csv.zip,success,nan,data/raw\equity\2016\01\BhavCopy_2016-01-27.zip,58159,82c6ad0228a96ebb6c572fe91fc7e0d6d058efed5d273c03e5bd38dfcbde7444,0,1461,nan
2016-01-27,index,https://nsearchives.nseindia.com/content/indices/ind_close_all_27012016.csv,success,nan,data/raw\index\2016\01\ind_close_all_2016-01-27.csv,5313,c186347c4dafc0b2492348b5944457dcf385b78f145950ee36d34a0666debcd8,0,2,nan
2016-01-27,mto,https://nsearchives.nseindia.com/archives/equities/mto/MTO_27012016.DAT,success,nan,data/raw\mto\2016\01\MTO_2016-01-27.DAT,57006,55afd1592f83a0f1da6559aa4c20801abae5ff9785638f6130ceacbe47351a9c,0,1555,nan
2016-01-28,equity,https://nsearchives.nseindia.com/content/historical/EQUITIES/2016/JAN/cm28JAN2016bhav.csv.zip,success,nan,data/raw\equity\2016\01\BhavCopy_2016-01-28.zip,57820,acd4832f8e050bb6c6f35f765214fb0266f43230c19bea371a766fc981011002,0,1453,nan
2016-01-28,index,https://nsearchives.nseindia.com/content/indices/ind_close_all_28012016.csv,success,nan,data/raw\index\2016\01\ind_close_all_2016-01-28.csv,5399,b1452b6e9ba831705b765a748fb3171d32308f8b380f8e892c733901460fcd2f,0,2,nan
2016-01-28,mto,https://nsearchives.nseindia.com/archives/equities/mto/MTO_28012016.DAT,success,nan,data/raw\mto\2016\01\MTO_2016-01-28.DAT,56751,ede1c91c323e16e8958ce07936aa3350c0f8e8cf082abd60721f8cb51a8a25ad,0,1546,nan
2016-01-29,equity,https://nsearchives.nseindia.com/content/historical/EQUITIES/2016/JAN/cm29JAN2016bhav.csv.zip,success,nan,data/raw\equity\2016\01\BhavCopy_2016-01-29.zip,58804,150dda3cee1aa92aaa41244ce74d1c0c6282e9b412011d0db89500181095fdd2,0,1470,nan
2016-01-29,index,https://nsearchives.nseindia.com/content/indices/ind_close_all_29012016.csv,success,nan,data/raw\index\2016\01\ind_close_all_2016-01-29.csv,5438,7afe61b3ccc24561104710b753191e7fcdddfc5e35050045bfa672cb57acdc72,0,2,nan
2016-01-29,mto,https://nsearchives.nseindia.com/archives/equities/mto/MTO_29012016.DAT,success,nan,data/raw\mto\2016\01\MTO_2016-01-29.DAT,57486,943a4b640b1faf99cba1720f4f34cbea5e1f56220284648ac40c5ffa642c4904,0,1563,nan
2016-02-01,equity,https://nsearchives.nseindia.com/content/historical/EQUITIES/2016/FEB/cm01FEB2016bhav.csv.zip,success,nan,data/raw\equity\2016\02\BhavCopy_2016-02-01.zip,58968,ac861c9b7cf25e187d657e8c42e1ca5ae68d73fc77b2202db5b0ded3fbb44bce,0,1464,nan
2016-02-01,index,https://nsearchives.nseindia.com/content/indices/ind_close_all_01022016.csv,success,nan,data/raw\index\2016\02\ind_close_all_2016-02-01.csv,5363,8c2f07eb628447b811236bf53998979d7d7a090d4cadc8f5298183bed2bd4380,0,2,nan
2016-02-01,mto,https://nsearchives.nseindia.com/archives/equities/mto/MTO_01022016.DAT,success,nan,data/raw\mto\2016\02\MTO_2016-02-01.DAT,57314,2d8317f595147e4234bd64b1f679bf2441ed2b77c96257bd09213a81168cbf50,0,1559,nan
2016-02-02,equity,https://nsearchives.nseindia.com/content/historical/EQUITIES/2016/FEB/cm02FEB2016bhav.csv.zip,success,nan,data/raw\equity\2016\02\BhavCopy_2016-02-02.zip,58699,9d8bbcc0f7591a42ef470b6838e80d90a187743addf0ed213881aadcb957efe1,0,1460,nan
2016-02-02,index,https://nsearchives.nseindia.com/content/indices/ind_close_all_02022016.csv,success,nan,data/raw\index\2016\02\ind_close_all_2016-02-02.csv,5482,83fe96a958ddf59efbf16b9b65c79452683384fd736a3f11ba28be373d6a511b,0,2,nan
2016-02-02,mto,https://nsearchives.nseindia.com/archives/equities/mto/MTO_02022016.DAT,success,nan,data/raw\mto\2016\02\MTO_2016-02-02.DAT,57219,ed97c8ad55df219df3b6334bf3b3d8a8522b14f64b4d05c0cc94fd06343dd65f,0,1556,nan
2016-02-03,equity,https://nsearchives.nseindia.com/content/historical/EQUITIES/2016/FEB/cm03FEB2016bhav.csv.zip,success,nan,data/raw\equity\2016\02\BhavCopy_2016-02-03.zip,57913,30d39ad1dc7795b8e15933170c0efb46e113469fbcc9d5739adc0f1e79e12a56,0,1457,nan
2016-02-03,index,https://nsearchives.nseindia.com/content/indices/ind_close_all_03022016.csv,success,nan,data/raw\index\2016\02\ind_close_all_2016-02-03.csv,5476,f3764cb94cfac59ce33a415c3eb8280ad45021c2728491ffde784e3d26b94568,0,2,nan
2016-02-03,mto,https://nsearchives.nseindia.com/archives/equities/mto/MTO_03022016.DAT,success,nan,data/raw\mto\2016\02\MTO_2016-02-03.DAT,56697,d71237f701b1bf9d11853d76897851afed9088ba61be7fc36e307c921e5cb837,0,1544,nan
2016-02-04,equity,https://nsearchives.nseindia.com/content/historical/EQUITIES/2016/FEB/cm04FEB2016bhav.csv.zip,success,nan,data/raw\equity\2016\02\BhavCopy_2016-02-04.zip,58399,ed9e4b6506aa919507d9b89822861302f23ea61b2e33bcc307ae27d2d706cb11,0,1467,nan
2016-02-04,index,https://nsearchives.nseindia.com/content/indices/ind_close_all_04022016.csv,success,nan,data/raw\index\2016\02\ind_close_all_2016-02-04.csv,5382,5613422323de99ff803c81b60b5b0c2a70c28e087e015d89221fc8cff92b8aa5,0,2,nan
2016-02-04,mto,https://nsearchives.nseindia.com/archives/equities/mto/MTO_04022016.DAT,success,nan,data/raw\mto\2016\02\MTO_2016-02-04.DAT,57320,9bcb327664244f55811c4cb2ccd19ae6abfe2c1c101ea0c25291123222bbcb61,0,1562,nan
2016-02-05,equity,https://nsearchives.nseindia.com/content/historical/EQUITIES/2016/FEB/cm05FEB2016bhav.csv.zip,success,nan,data/raw\equity\2016\02\BhavCopy_2016-02-05.zip,58209,42bfd45b049e307b945612eb6090b96acd3a2d16fd73237899800761350df784,0,1463,nan
2016-02-05,index,https://nsearchives.nseindia.com/content/indices/ind_close_all_05022016.csv,success,nan,data/raw\index\2016\02\ind_close_all_2016-02-05.csv,5352,49a9fec5b0b0ed0cf39c978910e56a7ce7fbc211bc6f5fee7b978fc24cdd97ff,0,2,nan
2016-02-05,mto,https://nsearchives.nseindia.com/archives/equities/mto/MTO_05022016.DAT,success,nan,data/raw\mto\2016\02\MTO_2016-02-05.DAT,56930,744c81b0f0999b6f2d8ac08b26ab8fe840265e3185d25f2fa6c73d78f16b6e7f,0,1554,nan
2016-02-08,equity,https://nsearchives.nseindia.com/content/historical/EQUITIES/2016/FEB/cm08FEB2016bhav.csv.zip,success,nan,data/raw\equity\2016\02\BhavCopy_2016-02-08.zip,58245,a1c26256afae83a27b0791272a1c52f46176c816e1edf68f024f186c4f1d7896,0,1455,nan
2016-02-08,index,https://nsearchives.nseindia.com/content/indices/ind_close_all_08022016.csv,success,nan,data/raw\index\2016\02\ind_close_all_2016-02-08.csv,5432,421ff528b8a954c42dd45284b1d7ee386e6cd9eb96ce825fd1922cbacc213a4f,0,2,nan
2016-02-08,mto,https://nsearchives.nseindia.com/archives/equities/mto/MTO_08022016.DAT,success,nan,data/raw\mto\2016\02\MTO_2016-02-08.DAT,56976,076da7580a418b89ff49c5720c90439eb178e872142cf5c9c5df3e0f95d05b39,0,1556,nan
2016-02-09,equity,https://nsearchives.nseindia.com/content/historical/EQUITIES/2016/FEB/cm09FEB2016bhav.csv.zip,success,nan,data/raw\equity\2016\02\BhavCopy_2016-02-09.zip,58291,6264b45939d1d80926e3b38f692f9e713c6fa1d6481261c642bcfd278c0eb99b,0,1458,nan
2016-02-09,index,https://nsearchives.nseindia.com/content/indices/ind_close_all_09022016.csv,success,nan,data/raw\index\2016\02\ind_close_all_2016-02-09.csv,5488,48dc2259e6004e87c4fc59058fe8fb16ef128498143257820c334277e5e0ad65,0,2,nan
2016-02-09,mto,https://nsearchives.nseindia.com/archives/equities/mto/MTO_09022016.DAT,success,nan,data/raw\mto\2016\02\MTO_2016-02-09.DAT,56955,f7a3b87448ccbdd2dc88c0fea801bf14313e6d0eaeefe4f14a72263b7f1f316e,0,1560,nan
2016-02-10,equity,https://nsearchives.nseindia.com/content/historical/EQUITIES/2016/FEB/cm10FEB2016bhav.csv.zip,success,nan,data/raw\equity\2016\02\BhavCopy_2016-02-10.zip,58483,9b73db48707854402106779c33c465365a8e2604c5ef49ca3c3e8ea54d22a5fa,0,1460,nan
2016-02-10,index,https://nsearchives.nseindia.com/content/indices/ind_close_all_10022016.csv,success,nan,data/raw\index\2016\02\ind_close_all_2016-02-10.csv,5459,3784c9fec578ba1cc99552f5c4a207b093fa8c9147a9ad8af1a1423fc9e1a9d1,0,2,nan
2016-02-10,mto,https://nsearchives.nseindia.com/archives/equities/mto/MTO_10022016.DAT,success,nan,data/raw\mto\2016\02\MTO_2016-02-10.DAT,57526,cdaa49072ad4615b75ab84105aa8f0eee2a36d9eae28611a04f089fb55debd54,0,1569,nan
2016-02-11,equity,https://nsearchives.nseindia.com/content/historical/EQUITIES/2016/FEB/cm11FEB2016bhav.csv.zip,success,nan,data/raw\equity\2016\02\BhavCopy_2016-02-11.zip,58940,a57cd3db7ffdde18248a8178ce5e79ac851b76fbdce100fae73a69ac85907c41,0,1461,nan
2016-02-11,index,https://nsearchives.nseindia.com/content/indices/ind_close_all_11022016.csv,success,nan,data/raw\index\2016\02\ind_close_all_2016-02-11.csv,5518,7a57b7eeb1bf02e092a5680ca8a52b500379f5260db0ff8150820229df069c92,0,2,nan
2016-02-11,mto,https://nsearchives.nseindia.com/archives/equities/mto/MTO_11022016.DAT,success,nan,data/raw\mto\2016\02\MTO_2016-02-11.DAT,58384,f791f5e94b26ab6803ef1f6be8c5fb627d074f94eea69b42aa2742651fe646b7,0,1576,nan
2016-02-12,equity,https://nsearchives.nseindia.com/content/historical/EQUITIES/2016/FEB/cm12FEB2016bhav.csv.zip,success,nan,data/raw\equity\2016\02\BhavCopy_2016-02-12.zip,59160,e152be4334016460969d40e0ceb4ddc9834d2f05a60cda90624c902b28363f3a,0,1457,nan
2016-02-12,index,https://nsearchives.nseindia.com/content/indices/ind_close_all_12022016.csv,success,nan,data/raw\index\2016\02\ind_close_all_2016-02-12.csv,5427,dcaeca59c0208d82aee1110d9d98835f3269b544dbafb70353eaa7fca03f874b,0,2,nan
2016-02-12,mto,https://nsearchives.nseindia.com/archives/equities/mto/MTO_12022016.DAT,success,nan,data/raw\mto\2016\02\MTO_2016-02-12.DAT,58398,d572269a248d40bc12fbc3cfad84400e52dc10c1f97fa0c07d818956f583ad65,0,1577,nan
2016-02-15,equity,https://nsearchives.nseindia.com/content/historical/EQUITIES/2016/FEB/cm15FEB2016bhav.csv.zip,success,nan,data/raw\equity\2016\02\BhavCopy_2016-02-15.zip,58120,6ae590968c0ed31517bf3d623f64e2566651b22132a14a32ad51008e48ac5f2d,0,1456,nan
2016-02-15,index,https://nsearchives.nseindia.com/content/indices/ind_close_all_15022016.csv,success,nan,data/raw\index\2016\02\ind_close_all_2016-02-15.csv,5456,ba1aa089cf117f289010e05cd3f47f1aadbf6f545dace47c4bcc9047d6d037a6,0,2,nan
2016-02-15,mto,https://nsearchives.nseindia.com/archives/equities/mto/MTO_15022016.DAT,success,nan,data/raw\mto\2016\02\MTO_2016-02-15.DAT,57009,ce7b8ab160008ba425406c0f5fa6d189c4730eabbf798d038ff4c70e243808fb,0,1548,nan
2016-02-16,equity,https://nsearchives.nseindia.com/content/historical/EQUITIES/2016/FEB/cm16FEB2016bhav.csv.zip,success,nan,data/raw\equity\2016\02\BhavCopy_2016-02-16.zip,57912,03487d168f7a17af8cf25893012c2ada2cf1b7e7db29c885565726fb59bf9f38,0,1450,nan
2016-02-16,index,https://nsearchives.nseindia.com/content/indices/ind_close_all_16022016.csv,success,nan,data/raw\index\2016\02\ind_close_all_2016-02-16.csv,5500,21eb4e5871c05baa77b275651c02826cff9ec880201b946a56a0876195c17fe5,0,2,nan
2016-02-16,mto,https://nsearchives.nseindia.com/archives/equities/mto/MTO_16022016.DAT,success,nan,data/raw\mto\2016\02\MTO_2016-02-16.DAT,56868,79f4de4c78600d9859e1de6b5aee4d3095543ad7640e9d6ec668f09ccbe0e5a1,0,1554,nan
2016-02-17,equity,https://nsearchives.nseindia.com/content/historical/EQUITIES/2016/FEB/cm17FEB2016bhav.csv.zip,success,nan,data/raw\equity\2016\02\BhavCopy_2016-02-17.zip,57914,c066cf2d106b2b2f465fbb7e2b48ac0bb3fe446f58e341585ccb13c4708c1680,0,1448,nan
2016-02-17,index,https://nsearchives.nseindia.com/content/indices/ind_close_all_17022016.csv,success,nan,data/raw\index\2016\02\ind_close_all_2016-02-17.csv,5360,e1cb1ceed499d38d185022027ebcdabc99200b91ea26c4f70ebc205227c13f5b,0,2,nan
2016-02-17,mto,https://nsearchives.nseindia.com/archives/equities/mto/MTO_17022016.DAT,success,nan,data/raw\mto\2016\02\MTO_2016-02-17.DAT,57098,a53c76e822aec9a394dfb4ccac9e70c08143c2ca10397da2827ebcb0e6ed6bff,0,1558,nan
